source_table,source,number,name,address,type_raw,type,region,contract_number,monthly_maintenance_required,notes,lat,lng,map_precision,map_matched,color
2,Приложение 3 / перечень ОС-ОТС,112,"АТС ""Большаково""","Славский р-н, п. Большаково, ул. Калининградская, д. 7",ОС,OS,п. Большаково,10944505,True,"Из договора 10944505, таблица 2",54.717918,20.454918,settlement_approx,калининград,#22c55e
2,Приложение 3 / перечень ОС-ОТС,113,"АТС ""Славск"",гаражи,  котельная.","г. Славск, ул. Советская,  д. 42",ОС,OS,г. Славск,10944505,True,"Из договора 10944505, таблица 2",55.092406,21.876982,settlement_approx,советск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,114,"АТС ""Гастеллово""","Славский р-н, п. Гастеллово",ОС,OS,п. Гастеллово,10944505,True,"Из договора 10944505, таблица 2",55.052571,21.670871,settlement_approx,славск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,115,"АТС ""Мысовка""","Славский р-н, п. Мысовка",ОС,OS,п. Мысовка,10944505,True,"Из договора 10944505, таблица 2",55.042265,21.675882,settlement_approx,славск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,116,"АТС ""Тимирязево""","Славский р-н, п. Тимирязево",ОС,OS,п. Тимирязево,10944505,True,"Из договора 10944505, таблица 2",55.044876,21.678918,settlement_approx,славск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,117,АТС Советск,"г. Советск, ул. Каштановая, д. 8б",ОС,OS,г. Советск,10944505,True,"Из договора 10944505, таблица 2",55.080265,21.871829,settlement_approx,советск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,118,"АТС ""Советск""","г. Советск, ул. Гоголя, д.  7",ОС,OS,г. Советск,10944505,True,"Из договора 10944505, таблица 2",55.092618,21.874935,settlement_approx,советск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,119,"АТС ""Советск""","г. Советск, ул. Победы, д. 12",ОС/ ОТС,OS_OTS,г. Советск,10944505,True,"Из договора 10944505, таблица 2",55.085206,21.881218,settlement_approx,советск,#38bdf8
2,Приложение 3 / перечень ОС-ОТС,120,АТС п. Морское,"Зеленоградский р-н, п. Морское.",ОС,OS,п. Морское,10944505,True,"Из договора 10944505, таблица 2",54.9546,20.473859,settlement_approx,зеленоградск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,121,"АТС ""Советск""","г. Советск, ул. Невского 28б",ОС,OS,г. Советск,10944505,True,"Из договора 10944505, таблица 2",55.085629,21.873524,settlement_approx,советск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,122,АТС ГТ г. Балтийск.,"г. Балтийск, грузовой терминал.",ОС,OS,г. Балтийск,10944505,True,"Из договора 10944505, таблица 2",54.642924,19.899788,settlement_approx,балтийск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,123,"Склады ""Кисловодск""","Гвардейск, ул. Совхозная, д.6.",ОС,OS,не указано,10944505,True,"Из договора 10944505, таблица 2",54.650559,21.073106,settlement_approx,гвардейск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,124,"АТС ""Приморье""","Светлогорский ГО, п. Приморье",ОС,OS,п. Приморье,10944505,True,"Из договора 10944505, таблица 2",54.937865,20.1434,settlement_approx,светлогорск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,125,"АТС ""Светлогорск"" Дизельная Гаражи","г. Светлогорск, ул. Островского, д. 3",ОС,OS,г. Светлогорск,10944505,True,"Из договора 10944505, таблица 2",54.944076,20.152859,settlement_approx,светлогорск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,126,"АТС ""Светлогорск""","г. Светлогорск,  ул. Пионерская, д.28",ОС,OS,г. Светлогорск,10944505,True,"Из договора 10944505, таблица 2",54.935112,20.144318,settlement_approx,светлогорск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,127,"АТС ""Янтарный""  Дизельная","п. Янтарный, ул.Советская, д. 104а",ОС,OS,п. Янтарный,10944505,True,"Из договора 10944505, таблица 2",54.867435,19.948012,settlement_approx,янтарный,#22c55e
2,Приложение 3 / перечень ОС-ОТС,128,"УПД ""Донское""","Светлогорский ГО, п. Донское",ОС,OS,п. Донское,10944505,True,"Из договора 10944505, таблица 2",54.948171,20.1422,settlement_approx,светлогорск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,129,"АТС ""Волочаевское""","Светловский ГО, п. Волочаевское",ОС,OS,п. Волочаевское,10944505,True,"Из договора 10944505, таблица 2",54.664441,20.201892,region_approx,светловский,#22c55e
2,Приложение 3 / перечень ОС-ОТС,130,"АТС ""Взморье""","Светловский ГО, п. Взморье, ул. Лопатина, д. 10",ОС,OS,п. Взморье,10944505,True,"Из договора 10944505, таблица 2",54.697657,20.194343,region_approx,светловский,#22c55e
2,Приложение 3 / перечень ОС-ОТС,131,"АТС ""Люблино""","Светловский ГО, п. Люблино, ул. Гарнизонная, д. 10",ОС,OS,п. Люблино,10944505,True,"Из договора 10944505, таблица 2",54.705422,20.205127,region_approx,светловский,#22c55e
2,Приложение 3 / перечень ОС-ОТС,132,"АТС ""Приморск""","Светловский р-н, г. Приморск, ул. Железнодорожная, д. 10",ОС,OS,г. Приморск,10944505,True,"Из договора 10944505, таблица 2",54.727776,19.9952,settlement_approx,приморск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,133,"АТС ""Кострово""","Светловский ГО, п. Кострово",ОС,OS,п. Кострово,10944505,True,"Из договора 10944505, таблица 2",54.710814,20.166735,region_approx,светловский,#22c55e
2,Приложение 3 / перечень ОС-ОТС,134,"АТС ""Дивное""","Светловский р-н, п. Дивное, ул. Центральная",ОС,OS,п. Дивное,10944505,True,"Из договора 10944505, таблица 2",54.704127,20.168245,region_approx,светловский,#22c55e
2,Приложение 3 / перечень ОС-ОТС,135,"АТС ""Российская""","г. Черняховск, ул. Российская,  д. 6",ОС,OS,г. Черняховск,10944505,True,"Из договора 10944505, таблица 2",54.634535,21.814082,settlement_approx,черняховск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,136,"АТС ""Ленинградская""","г. Черняховск, Ленинградская, д. 18",ОС,OS,г. Черняховск,10944505,True,"Из договора 10944505, таблица 2",54.637782,21.8138,settlement_approx,черняховск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,137,АТС Тимофеевка,"Черняховский р-н, п. Тимофеевка",ОС,OS,п. Тимофеевка,10944505,True,"Из договора 10944505, таблица 2",54.629029,21.8162,settlement_approx,черняховск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,138,"АТС ""Липовка""","Черняховский р-н, п. Липовка",ОС,OS,п. Липовка,10944505,True,"Из договора 10944505, таблица 2",54.640888,21.8222,settlement_approx,черняховск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,139,АТС п. Победино,"Краснознаменский р-н, п. Победино",ОС,OS,п. Победино,10944505,True,"Из договора 10944505, таблица 2",54.950588,22.484165,settlement_approx,краснознаменск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,140,"АТС ""Заовражье""","Черняховский р-н, п. Заовражье",ОС,OS,п. Заовражье,10944505,True,"Из договора 10944505, таблица 2",54.636582,21.816341,settlement_approx,черняховск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,141,АТС Калиновское,"Черняховский р-он, п. Калиновское",ОС,OS,п. Калиновское,10944505,True,"Из договора 10944505, таблица 2",54.629947,21.815635,settlement_approx,черняховск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,142,"АТС ""Загорское""","Черняховский р-н, п. Загорское, н/о",ОС,OS,п. Загорское,10944505,True,"Из договора 10944505, таблица 2",54.632629,21.822835,settlement_approx,черняховск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,143,"АТС ""Краснополянское""","Черняховский р-н, Краснополянское, н/о",ОС,OS,не указано,10944505,True,"Из договора 10944505, таблица 2",54.758694,21.754671,settlement_approx,краснополянское,#22c55e
2,Приложение 3 / перечень ОС-ОТС,144,"АТС ""Доваторовка""","Черняховский р-н, п. Доваторовка",ОС,OS,п. Доваторовка,10944505,True,"Из договора 10944505, таблица 2",54.635171,21.821141,settlement_approx,черняховск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,145,"АТС ""Черняховск""","г. Черняховск, ул. Тольятти,4а",ОС,OS,г. Черняховск,10944505,True,"Из договора 10944505, таблица 2",54.630512,21.816412,settlement_approx,черняховск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,146,Административное здание,"г. Калининград Ленинский пр-кт,  д. 32",ОС,OS,г. Калининград Ленинский пр-кт,10944505,True,"Из договора 10944505, таблица 2",54.7146,20.459365,settlement_approx,калининград,#22c55e
2,Приложение 3 / перечень ОС-ОТС,147,АТС «Правдино»,"Краснознаменский район, п. Правдино",ОС,OS,п. Правдино,10944505,True,"Из договора 10944505, таблица 2",54.942329,22.493765,settlement_approx,краснознаменск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,148,АТС «Тимофеево»,"Краснознаменский район, п. Тимофеево",ОС,OS,п. Тимофеево,10944505,True,"Из договора 10944505, таблица 2",54.951082,22.483882,settlement_approx,краснознаменск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,149,АТС «Острогожское»,"Краснознаменский район, п. Острогожское",ОС,OS,п. Острогожское,10944505,True,"Из договора 10944505, таблица 2",54.952706,22.497859,settlement_approx,краснознаменск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,150,АТС «Неманское»,"Краснознаменский район, п. Неманское",ОС,OS,п. Неманское,10944505,True,"Из договора 10944505, таблица 2",54.950094,22.488329,settlement_approx,краснознаменск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,151,АТС «Весново»,"Краснознаменский район, п. Весново",ОС,OS,п. Весново,10944505,True,"Из договора 10944505, таблица 2",54.937741,22.497365,settlement_approx,краснознаменск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,152,АТС «Хлебниково»,"Краснознаменский район, п. Хлебниково",ОС,OS,п. Хлебниково,10944505,True,"Из договора 10944505, таблица 2",54.9484,22.488259,settlement_approx,краснознаменск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,153,АТС «Добровольск»,"Краснознаменский район, п. Добровольск",ОС,OS,п. Добровольск,10944505,True,"Из договора 10944505, таблица 2",54.952988,22.499906,settlement_approx,краснознаменск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,154,АТС «Полтавское»,"Краснознаменский район, п. Полтавское",ОС,OS,п. Полтавское,10944505,True,"Из договора 10944505, таблица 2",54.942541,22.485153,settlement_approx,краснознаменск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,155,АТС «Узловое»,"Краснознаменский район, п. Узловое",ОС,OS,п. Узловое,10944505,True,"Из договора 10944505, таблица 2",54.936965,22.486212,settlement_approx,краснознаменск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,156,АТС «Калинино»,"Нестеровский район, п. Калинино",ОС,OS,п. Калинино,10944505,True,"Из договора 10944505, таблица 2",54.629094,22.565718,settlement_approx,нестеров,#22c55e
2,Приложение 3 / перечень ОС-ОТС,157,АТС «Чистые пруды»,"Нестеровский район, п. Чистые пруды",ОС,OS,п. Чистые пруды,10944505,True,"Из договора 10944505, таблица 2",54.628106,22.566141,settlement_approx,нестеров,#22c55e
2,Приложение 3 / перечень ОС-ОТС,158,АТС «Пушкино»,"Нестеровский район, п. Пушкино",ОС,OS,п. Пушкино,10944505,True,"Из договора 10944505, таблица 2",54.633753,22.563529,settlement_approx,нестеров,#22c55e
2,Приложение 3 / перечень ОС-ОТС,159,АТС «Фурмановка»,"Нестеровский район, п. Фурмановка",ОС,OS,п. Фурмановка,10944505,True,"Из договора 10944505, таблица 2",54.624012,22.579765,settlement_approx,нестеров,#22c55e
2,Приложение 3 / перечень ОС-ОТС,160,АТС «Бабушкино»,"Нестеровский район, п. Бабушкино",ОС,OS,п. Бабушкино,10944505,True,"Из договора 10944505, таблица 2",54.637565,22.577012,settlement_approx,нестеров,#22c55e
2,Приложение 3 / перечень ОС-ОТС,161,АТС «Садовое»,"Нестеровский район, п. Садовое",ОС,OS,п. Садовое,10944505,True,"Из договора 10944505, таблица 2",54.637212,22.577365,settlement_approx,нестеров,#22c55e
2,Приложение 3 / перечень ОС-ОТС,162,АТС «Чернышевское»,"Нестеровский район, п. Чернышевское",ОС,OS,п. Чернышевское,10944505,True,"Из договора 10944505, таблица 2",54.636576,22.570941,settlement_approx,нестеров,#22c55e
2,Приложение 3 / перечень ОС-ОТС,163,АТС «Заливино»,"Полесский район, п. Заливино",ОС,OS,п. Заливино,10944505,True,"Из договора 10944505, таблица 2",54.871418,21.094482,settlement_approx,полесск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,164,АТС «Зеленое»,"Полесский район, п. Зеленое",ОС,OS,п. Зеленое,10944505,True,"Из договора 10944505, таблица 2",54.868806,21.107612,settlement_approx,полесск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,165,АТС «Тургенево»,"Полесский район, п. Тургенево",ОС,OS,п. Тургенево,10944505,True,"Из договора 10944505, таблица 2",54.862735,21.093353,settlement_approx,полесск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,166,АТС «Нахимово»,"Полесский район, п. Нахимово",ОС,OS,п. Нахимово,10944505,True,"Из договора 10944505, таблица 2",54.869653,21.102741,settlement_approx,полесск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,167,АТС «Дальнее»,"Полесский район, п. Дальнее",ОС,OS,п. Дальнее,10944505,True,"Из договора 10944505, таблица 2",54.857794,21.101894,settlement_approx,полесск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,168,АТС «Глушково»,"Черняховский район, п. Глушково",ОС,OS,п. Глушково,10944505,True,"Из договора 10944505, таблица 2",54.626418,21.818388,settlement_approx,черняховск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,169,АТС «Калужское»,"Черняховский район,  п. Калужское",ОС,OS,п. Калужское,10944505,True,"Из договора 10944505, таблица 2",54.625006,21.816271,settlement_approx,черняховск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,170,АТС «Каменское»,"Черняховский район, п. Каменское",ОС,OS,п. Каменское,10944505,True,"Из договора 10944505, таблица 2",54.625147,21.809776,settlement_approx,черняховск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,171,АТС «Щеглы»,"Черняховский район, п. Щеглы",ОС,OS,п. Щеглы,10944505,True,"Из договора 10944505, таблица 2",54.626771,21.813235,settlement_approx,черняховск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,172,АТС «Междуречье»,"Черняховский район, п. Междуречье",ОС,OS,п. Междуречье,10944505,True,"Из договора 10944505, таблица 2",54.628324,21.808859,settlement_approx,черняховск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,173,АТС «Свобода»,"Черняховский район, п. Своболда",ОС,OS,п. Своболда,10944505,True,"Из договора 10944505, таблица 2",54.633476,21.808506,settlement_approx,черняховск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,174,АТС «Привольное»,"Черняховский район, п. Привольное",ОС,OS,п. Привольное,10944505,True,"Из договора 10944505, таблица 2",54.630653,21.811541,settlement_approx,черняховск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,175,АТС «Володаровка»,"Черняховский район, п. Володаровка",ОС,OS,п. Володаровка,10944505,True,"Из договора 10944505, таблица 2",54.631712,21.808647,settlement_approx,черняховск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,176,АТС «Пеньки»,"Черняховский район, п. Пеньки",ОС,OS,п. Пеньки,10944505,True,"Из договора 10944505, таблица 2",54.626347,21.807094,settlement_approx,черняховск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,177,АТС «Громово»,"Славский район, п. Громово",ОС,OS,п. Громово,10944505,True,"Из договора 10944505, таблица 2",55.037253,21.681106,settlement_approx,славск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,178,АТС «Высокое»,"Славский район, п. Высокое",ОС,OS,п. Высокое,10944505,True,"Из договора 10944505, таблица 2",54.757271,20.835176,settlement_approx,высокое,#22c55e
2,Приложение 3 / перечень ОС-ОТС,179,АТС «Заповедное»,"Славский район, п. Заповедное",ОС,OS,п. Заповедное,10944505,True,"Из договора 10944505, таблица 2",55.0417,21.669812,settlement_approx,славск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,180,АТС «Ясное»,"Славский район, п. Ясное",ОС,OS,п. Ясное,10944505,True,"Из договора 10944505, таблица 2",55.046076,21.671576,settlement_approx,славск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,181,АТС «Вишневка»,"Славский район,п. Вишневка",ОС,OS,п. Вишневка,10944505,True,"Из договора 10944505, таблица 2",55.047982,21.685553,settlement_approx,славск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,182,АТС «Охотное»,"Славский район, п. Охотное",ОС,OS,п. Охотное,10944505,True,"Из договора 10944505, таблица 2",55.046571,21.674894,settlement_approx,славск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,183,АТС «Прохладное»,"Славский район, п. Прохладное",ОС,OS,п. Прохладное,10944505,True,"Из договора 10944505, таблица 2",55.043606,21.673694,settlement_approx,славск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,184,АТС «Малинники»,"Гурьевский район, п. Малинники",ОС,OS,п. Малинники,10944505,True,"Из договора 10944505, таблица 2",54.761318,20.751988,settlement_approx,малинники,#22c55e
2,Приложение 3 / перечень ОС-ОТС,185,АТС «Родники»,"Гурьевский район, п. Родники",ОС,OS,п. Родники,10944505,True,"Из договора 10944505, таблица 2",54.781847,20.607,settlement_approx,гурьевск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,186,АТС «Константиновка»,"Гурьевский район, п. Константиновка",ОС,OS,п. Константиновка,10944505,True,"Из договора 10944505, таблица 2",54.767024,20.613918,settlement_approx,гурьевск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,187,АТС «Заливное»,"Гурьевский район,  п.Заливное",ОС,OS,п. Заливное,10944505,True,"Из договора 10944505, таблица 2",54.7678,20.604106,settlement_approx,гурьевск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,188,АТС «Яблоновка»,"Гурьевский район, п.Яблоновка",ОС,OS,п. Яблоновка,10944505,True,"Из договора 10944505, таблица 2",54.780576,20.601635,settlement_approx,гурьевск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,189,АТС «Ушаково»,"Гурьевский район, п. Ушаково",ОС,OS,п. Ушаково,10944505,True,"Из договора 10944505, таблица 2",54.769353,20.600153,settlement_approx,гурьевск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,190,"АТС ""Гурьевск""","г. Гурьевск, ул.Ленина,2",ОС,OS,г. Гурьевск,10944505,True,"Из договора 10944505, таблица 2",54.766035,20.598176,settlement_approx,гурьевск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,191,АТС «Лесное»,"Зеленоградский район, п. Лесное",ОС,OS,п. Лесное,10944505,True,"Из договора 10944505, таблица 2",54.951212,20.467153,settlement_approx,зеленоградск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,192,АТС «Мельниково»,"Зеленоградский район, п. Мельниково",ОС,OS,п. Мельниково,10944505,True,"Из договора 10944505, таблица 2",54.967165,20.484376,settlement_approx,зеленоградск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,193,АТС «Краснофлотское»,"Зеленоградский район, п. Краснофлотское",ОС,OS,п. Краснофлотское,10944505,True,"Из договора 10944505, таблица 2",54.963918,20.474282,settlement_approx,зеленоградск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,194,АТС «Поваровка»,"Зеленоградский район, п. Поваровка",ОС,OS,п. Поваровка,10944505,True,"Из договора 10944505, таблица 2",54.968576,20.480776,settlement_approx,зеленоградск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,195,АТС «Переславское»,"Зеленоградский район, п. Переславское",ОС,OS,п. Переславское,10944505,True,"Из договора 10944505, таблица 2",54.954741,20.482894,settlement_approx,зеленоградск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,196,АТС «Сосновка»,"Зеленоградский район, п. Сосновка",ОС,OS,п. Сосновка,10944505,True,"Из договора 10944505, таблица 2",54.966671,20.475765,settlement_approx,зеленоградск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,197,АТС «Красноторовка»,"Зеленоградский район, п. Красноторовка",ОС,OS,п. Красноторовка,10944505,True,"Из договора 10944505, таблица 2",54.964271,20.475835,settlement_approx,зеленоградск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,198,АТС «Колосовка»,"Зеленоградский район, п. Колосовка",ОС,OS,п. Колосовка,10944505,True,"Из договора 10944505, таблица 2",54.959682,20.473365,settlement_approx,зеленоградск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,199,АТС «Кумачево»,"Зеленоградский район, п. Кумачево",ОС,OS,п. Кумачево,10944505,True,"Из договора 10944505, таблица 2",54.964835,20.477459,settlement_approx,зеленоградск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,200,АТС «Луговское»,"Зеленоградский район, п. Луговское",ОС,OS,п. Луговское,10944505,True,"Из договора 10944505, таблица 2",54.955871,20.484659,settlement_approx,зеленоградск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,201,АТС «Рыбачий» с дизельной,"Зеленоградский район, п. Рыбачий",ОС,OS,п. Рыбачий,10944505,True,"Из договора 10944505, таблица 2",54.964694,20.483388,settlement_approx,зеленоградск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,202,АТС «Советск»,"г. Советск, ул., Гоголя, д. 7",ОС,OS,г. Советск,10944505,True,"Из договора 10944505, таблица 2",55.083441,21.881218,settlement_approx,советск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,203,АТС «Истровка»,"Гвардейский район, п. Истровка",ОС,OS,п. Истровка,10944505,True,"Из договора 10944505, таблица 2",54.647806,21.066471,settlement_approx,гвардейск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,204,АТС «Нивенское»,"Багратионовский район, п. Нивенское",ОС,OS,п. Нивенское,10944505,True,"Из договора 10944505, таблица 2",54.377912,20.644829,settlement_approx,багратионовск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,205,АТС «Краснознаменское»,"Багратионовский район, п. Краснознаменское",ОС,OS,п. Краснознаменское,10944505,True,"Из договора 10944505, таблица 2",54.937459,22.485859,settlement_approx,краснознаменск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,206,АТС «Южный»,"Багратионовский район, п. Южный",ОС,OS,п. Южный,10944505,True,"Из договора 10944505, таблица 2",54.379324,20.644053,settlement_approx,багратионовск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,207,АТС «Ново-Московское»,"Багратионовский район, п. Ново-Московское",ОС,OS,п. Ново-Московское,10944505,True,"Из договора 10944505, таблица 2",54.378265,20.642288,settlement_approx,багратионовск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,208,АТС «Рябиновка»,"Багратионовский район, п. Рябиновка",ОС,OS,п. Рябиновка,10944505,True,"Из договора 10944505, таблица 2",54.391888,20.642288,settlement_approx,багратионовск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,209,АТС «Гвардейское»,"Багратионовский район, п. Гвардейское",ОС,OS,п. Гвардейское,10944505,True,"Из договора 10944505, таблица 2",54.391535,20.636853,settlement_approx,багратионовск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,210,АТС «Медовое»,"Багратионовский район, п. Медовое",ОС,OS,п. Медовое,10944505,True,"Из договора 10944505, таблица 2",54.3885,20.649488,settlement_approx,багратионовск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,211,АТС «Владимирово»,"Багратионовский район, п. Владимирово",ОС,OS,п. Владимирово,10944505,True,"Из договора 10944505, таблица 2",54.378124,20.646735,settlement_approx,багратионовск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,212,АТС «Береговой»,"Багратионовский район, п. Береговой",ОС,OS,п. Береговой,10944505,True,"Из договора 10944505, таблица 2",54.382641,20.642853,settlement_approx,багратионовск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,213,АТС «Пятидорожное»,"Багратионовский район, п. Пятидорожное",ОС,OS,п. Пятидорожное,10944505,True,"Из договора 10944505, таблица 2",54.381018,20.641582,settlement_approx,багратионовск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,214,АТС «Партизанское»,"Багратионовский район, п. Партизанское",ОС,OS,п. Партизанское,10944505,True,"Из договора 10944505, таблица 2",54.3945,20.638829,settlement_approx,багратионовск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,215,АТС «Новосёлово»,"Багратионовский район, п. Новосёлово",ОС,OS,п. Новосёлово,10944505,True,"Из договора 10944505, таблица 2",54.389065,20.642006,settlement_approx,багратионовск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,216,АТС «Корнево»,"Багратионовский район, п.Корнево",ОС,OS,п. Корнево,10944505,True,"Из договора 10944505, таблица 2",54.393018,20.650265,settlement_approx,багратионовск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,217,АТС «Пограничный»,"Багратионовский район, п. Пограничный",ОС,OS,п. Пограничный,10944505,True,"Из договора 10944505, таблица 2",54.379253,20.634029,settlement_approx,багратионовск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,218,АТС «Совхозное»,"Багратионовский район, п. Совхозное",ОС,OS,п. Совхозное,10944505,True,"Из договора 10944505, таблица 2",54.394853,20.642853,settlement_approx,багратионовск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,219,"АТС ""Нестеров""","г. Нестеров,  ул. Калинина, д.13",ОС,OS,г. Нестеров,10944505,True,"Из договора 10944505, таблица 2",54.633894,22.571788,settlement_approx,нестеров,#22c55e
2,Приложение 3 / перечень ОС-ОТС,220,"АТС ""Балтийск"", гаражи,","г. Балтийск, ул. Ленина, д.61",ОС/ ОТС,OS_OTS,г. Балтийск,10944505,True,"Из договора 10944505, таблица 2",54.635724,19.896471,settlement_approx,балтийск,#38bdf8
2,Приложение 3 / перечень ОС-ОТС,221,"АТС ""Мечниково""",п. Мечниково г. Балтийск,ОС,OS,г. Балтийск,10944505,True,"Из договора 10944505, таблица 2",54.639606,19.898518,settlement_approx,балтийск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,222,"АТС ""Пионерский"",","г. Пионерский, ул. Комсомольская, д.15",ОС,OS,г. Пионерский,10944505,True,"Из договора 10944505, таблица 2",54.946447,20.234382,settlement_approx,пионерский,#22c55e
2,Приложение 3 / перечень ОС-ОТС,223,"АТС ""Пионерский""","г. Пионерский, ул. Шаманова, д.3б",ОС,OS,г. Пионерский,10944505,True,"Из договора 10944505, таблица 2",54.955341,20.232971,settlement_approx,пионерский,#22c55e
2,Приложение 3 / перечень ОС-ОТС,224,"АТС ""Гурьевск""","г. Гурьевск, ул. Ленина, д.2",ОС,OS,г. Гурьевск,10944505,True,"Из договора 10944505, таблица 2",54.780153,20.608271,settlement_approx,гурьевск,#22c55e
2,Приложение 3 / перечень ОС-ОТС,225,"АТС ""Светлый""","г. Светлый, ул. Горького, д.18",ОС,OS,г. Светлый,10944505,True,"Из договора 10944505, таблица 2",54.738306,20.521388,settlement_approx,горького,#22c55e
2,Приложение 3 / перечень ОС-ОТС,226,"АТС  ""Пионерский""","г. Пионерский, ул. Комсомольская, д.15",ОС,OS,г. Пионерский,10944505,True,"Из договора 10944505, таблица 2",54.948071,20.234382,settlement_approx,пионерский,#22c55e
2,Приложение 3 / перечень ОС-ОТС,227,РТ РРС Советск,"г.Советск, Жилинское шоссе",ОС/ ОТС,OS_OTS,г. Советск,10944505,True,"Из договора 10944505, таблица 2",55.090712,21.887218,settlement_approx,советск,#38bdf8
2,Приложение 3 / перечень ОС-ОТС,228,АТС «Ракитино»,"Неманский район, п.Ракитино",ОС,OS,п. Ракитино,10944505,True,"Из договора 10944505, таблица 2",55.031288,22.025941,settlement_approx,неман,#22c55e
